,text,intent_ovr
4794,emotionally strong and politically potent piece,review
53273,really horrible drek .,review
77983,semi-surrealist exploration of the creative act .,review
29512,have been kind enough to share it,review
73075,smothered in the excesses of writer-director Roger Avary,review
27903,What with the incessant lounge music playing in the film 's background,review
14465,", score and choreography",review
83598,I had a lot of problems with this movie .,review
66442,of a comedy of a premise,review
56293,"Saturday Night Live-style parody , '70s Blaxploitation films",review
2652,get more re-creations of all those famous moments from the show,review
13967,Williams absolutely nails Sy 's queasy infatuation and overall strangeness .,review
42769,The most offensive thing about the movie,review
51569,A high-minded snoozer .,review
37819,"Possession is in the end an honorable , interesting failure .",review
42989,", Margarita Happy Hour represents an auspicious feature debut for Chaiken .",review
71361,"this tortured , dull artist and monster-in-the",review
27608,the slow spots,review
39565,excuse to eat popcorn,review
81746,"its personable , amusing cast",review
24057,home video market,review
66549,a precisely layered performance,review
73646,'s supposed to be a romantic comedy,review
37010,for Universal Studios and its ancillary products .,review
48000,lots of surface,review
62042,it were -- I doubt it,review
11564,it is notable for its stylistic austerity and forcefulness,review
9074,", squarely fills the screen .",review
63629,Spreads itself too thin,review
84254,with outrageous tendencies,review
8974,less of a trifle,review
81184,an opportunity to triumphantly sermonize,review
36992,of bemused contempt,review
14067,"in unexpected ways , touching",review
73029,A rote exercise in both animation and storytelling .,review
77219,is beautiful and mysterious,review
58523,as the source material movie,review
228,a house party,review
32782,Abderrahmane Sissako 's,review
35908,of the most savagely hilarious social critics,review
37243,"is n't heated properly ,",review
17240,the twist endings were actually surprising ?,review
7857,to screen with considerable appeal intact,review
39070,of emotional desperation,review
56117,'re looking for,review
68285,their scenes brim with sexual possibility and emotional danger,review
3761,", even the funniest idea is n't funny .",review
52309,walked out muttering words like `` horrible '' and `` terrible,review
2270,of typical love stories,review
82520,The screenplay flounders under the weight of too many story lines .,review
28045,"is a truly , truly bad movie",review
10899,toward its subject,review
79915,a checklist of everything Rob Reiner and his cast,review
85379,Just too silly,review
79473,Runs on the pure adrenalin of Pacino 's performance .,review
67579,the rarest kinds,review
71511,it was just coincidence,review
85604,nearly flickering out by its perfunctory conclusion,review
44203,the generation gap,review
21636,like adults and everyone,review
70183,'re not deeply touched by this movie,review
48225,both people 's,review
18347,'s not even a TV,review
29857,of something different,review
24921,The Little Mermaid and,review
42560,with a persecuted `` other,review
21707,the storytelling and,review
26703,feral in this film,review
20400,in a gone-to-seed hotel,review
51784,think you see,review
14038,meaning and consolation,review
41538,for the complicated love triangle that develops between the three central characters,review
24711,this story is really all about,review
73430,is better than ` Shindler 's List ',review
22652,been trying to forget,review
56150,'s a werewolf itself by avoiding eye contact and walking slowly away,review
73263,"that deftly , gradually",review
22583,Joseph Heller or Kurt Vonnegut,review
57887,this latest entry in the increasingly threadbare gross-out comedy cycle,review
64436,in its title in January,review
66113,the predictability of bland comfort food appeals to you,review
8536,so many silent movies,review
11438,of credible gender-provoking philosophy,review
76812,", confidently orchestrated , aesthetically and sexually",review
59465,wending its way to an uninspired philosophical epiphany,review
78292,laugh so much,review
65410,The film 's hero,review
33873,the power of women to heal,review
34474,"an alternate version , but as",review
12998,Rock solid family fun out,review
74462,be bored by as your ABC 's,review
35865,is about the relationships rather than about the outcome,review
26353,Mr. Mattei fosters moments of spontaneous intimacy,review
73535,to rake in dough from baby boomer families,review
64363,loneliness and insecurity,review
23769,"sweet , honest , and enjoyable comedy-drama",review
63104,Bettany strut his stuff,review
17972,"a paunchy midsection ,",review
73935,its own considerable achievement,review
41785,the Little Chinese Seamstress,review
79332,peroxide blond honeys,review
68697,despite the fact,review
70740,of an impish divertissement of themes that interest Attal and Gainsbourg,review
67763,a powerful political message,review
43777,'d say the film works,review
51048,really is n't .,review
42197,look much like anywhere,review
7515,but several movies have -,review
35378,", flawed humanity",review
82863,of the workplace,review
40350,adventure and a worthwhile environmental message,review
40708,of quiet desperation,review
53816,the burgeoning genre,review
39452,about Real Women Have Curves,review
23936,taboo subject matter,review
75500,'s still a guilty pleasure to watch .,review
47719,though every scrap is of the darkest variety,review
17541,is as consistently,review
288,actor 's exercise,review
18514,"I valiantly struggled to remain interested , or at least conscious",review
19759,Love Liza 's tale,review
50051,such blatant and sickening product placement,review
17031,prove that ` zany ' does n't necessarily mean ` funny,review
29183,saves the movie,review
52333,hear about suffering Afghan refugees on the news,review
32527,of his audience,review
21069,comes to men,review
79951,-- or at least this working woman --,review
81279,dark and bittersweet,review
14976,the lunatic heights of Joe Dante 's similarly styled Gremlins,review
3923,Trying to figure out the rules of the Country Bear universe,review
70533,", hospital bed or insurance company office",review
52372,that should be thrown back in the river,review
32714,a tighter editorial process and,review
74628,The only thing to fear about `` Fear Dot Com '',review
82807,hoping that it would be sleazy and fun,review
3439,had the misfortune to watch in quite some time,review
80197,a certain part,review
6723,in which Adam Sandler will probably ever appear,review
57237,"The Husband , The Wife",review
64309,is so slight,review
19517,FearDotCom should log a minimal number of hits,review
5623,as beautifully shaped,review
18137,"more rigid , Blair Witch-style commitment",review
36318,of four fine,review
84782,The material and the production itself are little more than routine .,review
