,text,intent_ovr
34080,of its cinematic predecessors,review
13842,is -- to its own detriment -- much more a cinematic collage,review
7350,hear George Orwell turning over,review
67624,"in European markets , where Mr. Besson is a brand name",review
23542,"confident , richly acted , emotionally devastating piece",review
21659,joy rising above the stale material,review
53325,"a gentle film with dramatic punch , a haunting ode to humanity",review
75655,by a major film studio,review
47292,"Farrelly Brothers-style , down-and-dirty laugher",review
10214,'s plenty to enjoy -- in no small part thanks to Lau,review
66742,are beside the point,review
71615,"she , Janine and Molly -- an all-woman dysfunctional family --",review
23569,"with the author 's work , on the other hand ,",review
2349,into Charleston rhythms,review
32041,of the Middle East struggle,review
15844,"simply stupid , irrelevant",review
44056,a strong education and,review
12429,"stand in for true , lived experience",review
33085,The charm of the first movie is still there,review
53504,"reveals itself slowly , intelligently , artfully .",review
15840,"'s simply stupid , irrelevant and deeply ,",review
31439,Like all of Egoyan 's work,review
59136,", anger and frustration",review
75656,a major film studio,review
34476,an alternate version,review
11045,fight your culture,review
66300,Only masochistic moviegoers need apply .,review
47624,of metropolitan life,review
14713,the overall impact,review
3166,deserves from him,review
41073,self-congratulation between actor and director,review
65555,", glaring and unforgettable .",review
33387,happens to flat characters,review
52424,and Wesley Snipes,review
28924,reflect a woman 's point-of-view,review
60044,"nearly as graphic but much more powerful , brutally shocking and difficult",review
53550,in a vibrant and intoxicating fashion,review
69547,"your reward will be a thoughtful , emotional movie experience .",review
5767,structure and rhythms,review
35481,as a one-hour TV documentary,review
24148,ca n't believe anyone would really buy this stuff .,review
47529,on a computer,review
48264,vies with pretension -- and sometimes plain wacky implausibility --,review
21754,"Fathers and sons , and the uneasy bonds between them ,",review
66434,hit theaters since Beauty and the Beast 11 years ago,review
7566,of other films,review
12668,the strain of its plot contrivances and its need to reassure,review
14590,a convolution of language that suggests it,review
26266,it 's so not-at-all-good,review
12180,should be building suspense,review
50015,the top floor,review
14855,of both adventure and song,review
80037,", overtly determined",review
23320,For the rest of us,review
77561,on the assassination of John F. Kennedy,review
6075,I truly enjoyed most of Mostly Martha while I ne,review
36003,Open-ended and composed,review
5907,'s a sit down and ponder affair,review
14492,means scary horror movie,review
11328,What ultimately makes Windtalkers,review
13210,'s pretty enjoyable,review
69723,ratchets up the stirring soundtrack,review
50323,"pointed personalities , courage , tragedy and the little guys",review
27609,", you 'll be rewarded with some fine acting .",review
59138,"Well-acted , well-directed and , for all its moodiness , not too",review
14329,David 's point,review
2411,outpaces its contemporaries,review
11794,even more damage,review
45015,with lots of laughs,review
68743,", pays off what debt Miramax felt they owed to Benigni",review
14046,to give to the mystic genres of cinema,review
69822,romped up and down the aisles for bathroom breaks,review
4235,Kouyate elicits strong performances from his cast,review
43539,does n't trust laughs --,review
68529,crack a smile,review
71270,a few cute moments,review
75337,works on some levels and,review
21978,Just about all of the film,review
71490,because the theater,review
29374,the prospect of the human race splitting in two,review
62284,Director David Fincher and writer David Koepp,review
5664,The Wild Thornberrys Movie,review
39160,used my two hours better watching Being John Malkovich again,review
35573,De Niro and director Michael Caton-Jones,review
63081,the smallest sensitivities,review
10849,Bale reduced mainly to batting his sensitive eyelids,review
76862,"too fancy , not too filling ,",review
44504,and Bridget Jones 's,review
13618,Like many Western action films,review
69875,fried in pork,review
61995,to being exciting,review
22762,dopey dialogue and,review
56374,What elevates the movie above the run-of-the-mill singles blender,review
7195,of sophisticated intrigue and human-scale characters,review
75529,as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor,review
5822,both gripping and compelling,review
18038,of a satisfying movie experience,review
32258,Sitting through the last reel,review
62593,even erotically frank ones,review
66691,time and art with us,review
8458,"forces us to consider the unthinkable , the unacceptable , the unmentionable",review
62132,makes up for with its heart,review
25120,a bad action movie,review
41831,"as beautiful ,",review
69425,it 's talking and,review
2661,increasingly diverse French director,review
73814,find new avenues of discourse on old problems,review
32313,"retrospectively , his most personal work yet .",review
54627,Laconic and very stilted in its dialogue,review
82237,lacks in eye-popping visuals,review
73249,"with Peter Sellers , Kenneth Williams , et",review
62514,twice as powerful,review
23889,anime like this,review
49604,to evaluate his own work,review
81876,most of which involve precocious kids getting the better of obnoxious adults,review
74494,despite its one-joke premise with the thesis,review
7715,loaded with good intentions,review
11165,some moments of rowdy slapstick,review
2898,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome,review
36779,like Pearl Harbor,review
17793,lowered your entertainment standards,review
31950,"do cliches , no matter how ` inside ' they are .",review
59122,he elevates the experience to a more mythic level,review
46330,a different path,review
51969,not without merit,review
402,it takes off in totally unexpected directions and keeps on going,review
1901,awkwardly contrived exercise,review
77281,acknowledges upfront that the plot makes no sense,review
7647,what they ingest,review
72889,is the funniest 5 minutes to date in this spy comedy franchise,review
20455,a consideration that the murderer never game his victims,review
1124,plays like some weird Masterpiece Theater sketch with neither,review
24132,in action films,review
11584,The combination of lightness and strictness in this instance,review
41279,a shapeless inconsequential move,review
38115,on their working-class subjects,review
16327,Noyce has worked wonders with the material .,review
62571,"has a delightfully dour , deadpan tone and stylistic consistency .",review
7778,to keep it from being simpleminded,review
18828,a twist --,review
56453,like cold porridge with only the odd enjoyably chewy lump,review
74943,nothing good can happen,review
